order_id,order_date,product_category,region,quarter,units_sold,customer_segment,unit_price,revenue
ORD-19169,2025-11-22,Beauty,Southeast,Q4,1.0,Corporate,10.49,10.49
ORD-19170,2025-01-19,Electronics,Southeast,Q1,7.0,Corporate,180.27,1261.89
ORD-19171,2025-10-26,Home & Kitchen,Southwest,Q4,7.0,Corporate,34.260000000000005,239.82
ORD-19172,2025-02-23,Electronics,Southwest,Q1,15.0,Consumer,132.87,1993.05
ORD-19173,2025-11-20,Beauty,New England,Q4,1.0,Consumer,11.94,11.94
ORD-19174,2025-01-25,Clothing,Midwest,Q1,1.0,Corporate,14.040000000000001,14.04
ORD-19175,2025-01-17,Electronics,,Q1,7.0,Consumer,128.16,897.12
ORD-19176,2025-12-13,Books,Southeast,Q4,19.0,Home Office,6.15,116.85
ORD-19177,2025-05-31,Books,Southwest,Q2,17.0,Home Office,6.02,102.34
ORD-19178,2025-11-15,Sports,Midwest,Q4,2.0,Home Office,24.51,49.02
ORD-19179,2025-08-24,Sports,Southwest,Q3,20.0,Consumer,29.82,596.4
ORD-19180,2025-02-19,Beauty,West,Q1,19.0,Consumer,10.24,194.56
ORD-19181,2025-12-14,Beauty,South,Q4,3.0,Consumer,12.790000000000001,38.37
ORD-19182,2025-04-11,Electronics,Midwest,Q2,20.0,Home Office,138.27,2765.4
ORD-19183,2025-10-12,Books,Northeast,Q4,18.0,Consumer,6.63,119.34
ORD-19184,2025-08-09,Sports,Midwest,Q3,19.0,Consumer,23.26,441.94
ORD-19185,2025-08-17,Beauty,Northwest,Q3,1.0,Consumer,10.84,10.84
ORD-19186,2025-05-26,Books,Northeast,Q2,19.0,Consumer,6.71,127.49
ORD-19187,2025-01-08,Home & Kitchen,Mountain,Q1,6.0,Consumer,42.42,254.52
ORD-19188,2025-09-26,Clothing,Southeast,Q3,1.0,Consumer,14.69,14.69
ORD-19189,2025-04-14,Books,South,Q2,1.0,Consumer,4.7,4.7
ORD-19190,2025-06-26,Home & Kitchen,Northeast,Q2,1.0,Home Office,200.735,
ORD-19191,2025-08-25,Beauty,Midwest,Q3,4.0,Corporate,10.46,41.84
ORD-19192,2025-08-23,Clothing,Southeast,Q3,4.0,Corporate,12.78,51.12
ORD-19193,2025-01-17,Beauty,Northeast,Q1,12.0,Consumer,12.76,153.12
ORD-19194,2025-05-15,Beauty,South,Q2,15.0,Home Office,7.92,118.8
ORD-19195,2025-04-05,Home & Kitchen,Southwest,Q2,8.0,Home Office,27.84,222.72
ORD-19196,2025-01-03,Home & Kitchen,West,Q1,19.0,Home Office,31.45,597.55
ORD-19197,2025-01-09,Clothing,West,Q1,7.0,Consumer,10.42,72.94
ORD-19198,2025-03-25,Beauty,Mid-Atlantic,Q1,7.0,Home Office,9.95,69.65
ORD-19199,2025-10-20,Books,South,Q4,12.0,Consumer,8.85,106.2
ORD-19200,2025-12-22,Electronics,Southeast,Q4,4.0,Consumer,126.4,505.6
ORD-19201,2025-01-21,Electronics,South,Q1,1.0,Consumer,156.35000000000002,156.35
ORD-19202,2025-03-21,Electronics,Northeast,Q1,13.0,Corporate,148.32999999999998,1928.29
ORD-19203,2025-11-02,Books,South,Q4,15.0,Corporate,7.14,107.1
ORD-19204,2025-04-05,Beauty,Northeast,Q2,16.0,Consumer,10.8,172.8
ORD-19205,2025-10-24,Books,Northwest,Q4,,Corporate,7.49,74.9
ORD-19206,2025-12-02,Home & Kitchen,New England,Q4,20.0,Consumer,35.6,712.0
ORD-19207,2025-09-17,Home & Kitchen,Northeast,Q3,13.0,Consumer,38.48,500.24
ORD-19208,2025-01-26,Sports,Southwest,Q1,8.0,Consumer,20.8,166.4
ORD-19209,2025-12-28,,West,Q4,18.0,Corporate,130.18,2343.24
ORD-19210,2025-12-31,Clothing,Southwest,Q4,15.0,Consumer,13.38,200.7
ORD-19211,2025-08-02,Home & Kitchen,Northeast,Q3,1.0,Consumer,32.87,32.87
ORD-19212,2025-07-18,Clothing,Northeast,Q3,15.0,Home Office,13.8,207.0
ORD-19213,2025-04-18,Clothing,Northwest,Q2,20.0,Home Office,14.76,295.2
ORD-19214,2025-05-08,Electronics,New England,Q2,1.0,Consumer,146.61,146.61
ORD-19215,2025-11-02,Electronics,West,Q4,15.0,Corporate,139.4,2091.0
ORD-19216,2025-10-27,Clothing,South,Q4,9.0,Consumer,14.19,127.71
ORD-19217,2025-08-18,Sports,New England,Q3,14.0,Corporate,23.03,322.42
ORD-19218,2025-11-19,,Northeast,Q4,5.0,Consumer,131.78,658.9
ORD-19219,2025-01-15,Clothing,West,Q1,13.0,Consumer,12.5,162.5
ORD-19220,2025-03-18,,New England,Q1,2.0,Consumer,134.92,269.84
ORD-19221,2025-08-21,Home & Kitchen,Mountain,Q3,6.0,Consumer,42.3,253.8
ORD-19222,2025-03-09,Home & Kitchen,Southeast,Q1,5.0,Consumer,38.04,190.2
ORD-19223,2025-07-19,Sports,Northeast,Q3,17.0,Home Office,21.54,366.18
ORD-19224,2025-04-25,Sports,Mid-Atlantic,Q2,20.0,Home Office,27.2,544.0
ORD-19225,2025-12-15,Clothing,Southeast,Q4,20.0,Home Office,11.39,227.8
ORD-19226,2025-12-15,,Mid-Atlantic,Q4,4.0,Home Office,174.22,696.88
ORD-19227,2025-04-25,Electronics,Mid-Atlantic,Q2,17.0,Consumer,124.66,2119.22
ORD-19228,2025-02-02,Books,South,Q1,1.0,Corporate,200.735,
ORD-19229,2025-08-29,Beauty,Midwest,Q3,6.0,Consumer,8.3,49.8
ORD-19230,2025-11-06,Electronics,Southwest,Q4,2.0,Home Office,140.82000000000002,281.64
ORD-19231,2025-09-30,Electronics,Northeast,Q3,12.0,Home Office,149.87,1798.44
ORD-19232,2025-02-12,Home & Kitchen,Northeast,Q1,18.0,Consumer,45.53,819.54
ORD-19233,2025-01-09,Electronics,Southwest,Q1,13.0,Consumer,134.27,1745.51
ORD-19234,2025-04-14,Sports,Northeast,Q2,19.0,Consumer,25.95,493.05
ORD-19235,2025-01-03,Home & Kitchen,West,Q1,3.0,Consumer,37.5,112.5
ORD-19236,2025-12-08,Home & Kitchen,Southwest,Q4,11.0,Home Office,34.9,383.9
ORD-19237,2025-11-25,Home & Kitchen,Mid-Atlantic,Q4,20.0,Home Office,43.61,872.2
ORD-19238,2025-04-26,Clothing,Southwest,Q2,17.0,Consumer,11.89,202.13
ORD-19239,2025-05-23,Home & Kitchen,Southeast,Q2,1.0,Consumer,31.4,31.4
ORD-19240,2025-02-10,Beauty,Mountain,Q1,3.0,Consumer,9.0,27.0
ORD-19241,2025-12-21,Clothing,South,Q4,1.0,Home Office,200.735,
ORD-19242,2025-07-21,Home & Kitchen,,Q3,5.0,Home Office,37.99,189.95
ORD-19243,2025-08-08,Sports,South,Q3,1.0,Corporate,200.735,
ORD-19244,2025-06-19,Electronics,South,Q2,2.0,Corporate,105.25,210.5
ORD-19245,2025-07-23,Home & Kitchen,West,Q3,16.0,Corporate,37.02,592.32
ORD-19246,2025-06-13,Clothing,Southeast,Q2,14.0,Consumer,12.11,169.54
ORD-19247,2025-05-28,Beauty,South,Q2,18.0,Home Office,7.68,138.24
ORD-19248,2025-09-07,Electronics,West,Q3,7.0,Corporate,154.26000000000002,1079.82
ORD-19249,2025-09-13,Beauty,Mid-Atlantic,Q3,14.0,Consumer,9.71,135.94
ORD-19250,2025-04-29,Electronics,Mid-Atlantic,Q2,13.0,Consumer,133.37,1733.81
ORD-19251,2025-03-03,Electronics,Mountain,Q1,13.0,Corporate,148.35,1928.55
ORD-19252,2025-05-23,Beauty,Northwest,Q2,11.0,Consumer,10.23,112.53
ORD-19253,2025-05-15,Beauty,West,Q2,3.0,Corporate,10.9,32.7
ORD-19254,2025-07-27,Sports,Midwest,Q3,16.0,Home Office,22.88,366.08
ORD-19255,2025-11-03,Home & Kitchen,Mountain,Q4,20.0,Corporate,31.3,626.0
ORD-19256,2025-01-14,Home & Kitchen,Southwest,Q1,5.0,Corporate,32.050000000000004,160.25
ORD-19257,2025-05-11,Beauty,Mountain,Q2,15.0,Corporate,7.38,110.7
ORD-19258,2025-03-15,Clothing,Mid-Atlantic,Q1,2.0,Consumer,10.93,21.86
ORD-19259,2025-08-29,Electronics,Southeast,Q3,2.0,Consumer,118.03999999999999,236.08
ORD-19260,2025-05-12,Electronics,Northeast,Q2,19.0,Consumer,133.29,2532.51
ORD-19261,2025-11-20,Electronics,Northeast,Q4,16.0,Home Office,139.43,2230.88
ORD-19262,2025-06-14,Clothing,South,Q2,12.0,Home Office,13.22,158.64
ORD-19263,2025-07-11,Books,West,Q3,19.0,Consumer,5.85,111.15
ORD-19264,2025-11-04,Sports,Mid-Atlantic,Q4,11.0,Home Office,27.770000000000003,305.47
ORD-19265,2025-10-19,Books,Southeast,Q4,5.0,Corporate,6.2299999999999995,31.15
ORD-19266,2025-12-27,Books,Northwest,Q4,15.0,Home Office,7.51,112.65
ORD-19267,2025-12-04,Clothing,Southeast,Q4,19.0,Consumer,12.45,236.55
ORD-19268,2025-12-15,Electronics,Southeast,Q4,2.0,Corporate,126.19000000000001,252.38
ORD-19269,2025-03-02,Home & Kitchen,Southwest,Q1,8.0,Corporate,31.58,252.64
ORD-19270,2025-02-16,Sports,Northeast,Q1,5.0,Consumer,26.39,131.95
ORD-19271,2025-01-14,Home & Kitchen,Mid-Atlantic,Q1,5.0,Consumer,28.919999999999998,144.6
ORD-19272,2025-09-05,Home & Kitchen,Southwest,Q3,19.0,Consumer,35.34,671.46
ORD-19273,2025-11-21,Electronics,Midwest,Q4,,Consumer,150.84,1508.4
ORD-19274,2025-02-01,Clothing,Southwest,Q1,3.0,Consumer,10.73,32.19
ORD-19275,2025-09-18,Clothing,West,Q3,6.0,Corporate,14.75,88.5
ORD-19276,2025-10-10,Clothing,Midwest,Q4,1.0,Corporate,15.59,15.59
ORD-19277,2025-10-17,Sports,Mountain,Q4,4.0,Home Office,23.889999999999997,95.56
ORD-19278,2025-08-09,Electronics,Southeast,Q3,20.0,Consumer,141.98,2839.6
ORD-19279,2025-12-07,Books,Northwest,Q4,6.0,Home Office,6.13,36.78
ORD-19280,2025-06-02,Electronics,Mid-Atlantic,Q2,,Corporate,119.41,1194.1
ORD-19281,2025-04-15,Books,Northeast,Q2,7.0,Consumer,6.430000000000001,45.01
ORD-19282,2025-08-08,Home & Kitchen,Mountain,Q3,6.0,Corporate,48.48,290.88
ORD-19283,2025-05-27,Beauty,Southwest,Q2,7.0,Corporate,9.709999999999999,67.97
ORD-19284,2025-01-10,Electronics,Midwest,Q1,16.0,Consumer,142.91,2286.56
ORD-19285,2025-12-10,Beauty,South,Q4,12.0,Corporate,12.06,144.72
ORD-19286,2025-10-17,Sports,Mid-Atlantic,Q4,19.0,Corporate,27.63,524.97
ORD-19287,2025-12-15,Electronics,Midwest,Q4,20.0,Home Office,133.13,2662.6
ORD-19288,2025-04-17,Electronics,Southeast,Q2,13.0,Home Office,137.38,1785.94
ORD-19289,2025-07-16,Clothing,Northeast,Q3,13.0,Corporate,11.81,153.53
ORD-19290,2025-06-17,Electronics,South,Q2,8.0,Corporate,110.78999999999999,886.32
ORD-19291,2025-01-03,Electronics,Midwest,Q1,17.0,Home Office,133.25,2265.25
ORD-19292,2025-08-20,Beauty,Southwest,Q3,13.0,Home Office,10.7,139.1
ORD-19293,2025-02-15,Electronics,Midwest,Q1,5.0,Home Office,174.13,870.65
ORD-19294,2025-02-24,Beauty,Southwest,Q1,11.0,Corporate,9.08,99.88
ORD-19295,2025-10-26,Sports,Northeast,Q4,18.0,Consumer,27.87,501.66
ORD-19296,2025-03-17,Beauty,Southwest,Q1,16.0,Home Office,10.13,162.08
ORD-19297,2025-10-31,Electronics,South,Q4,9.0,Consumer,183.89000000000001,1655.01
ORD-19298,2025-09-19,Home & Kitchen,Mid-Atlantic,Q3,15.0,Corporate,33.22,498.3
ORD-19299,2025-12-11,Clothing,Southwest,Q4,19.0,Consumer,13.45,255.55
ORD-19300,2025-01-19,Clothing,Northeast,Q1,9.0,Consumer,15.45,139.05
ORD-19301,2025-09-28,Clothing,Mid-Atlantic,Q3,1.0,Consumer,200.735,
ORD-19302,2025-06-07,Books,Northwest,Q2,17.0,Home Office,6.64,112.88
ORD-19303,2025-10-15,Beauty,Midwest,Q4,20.0,Corporate,10.57,211.4
ORD-19304,2025-05-28,Electronics,,Q2,1.0,Corporate,151.48,151.48
ORD-19305,2025-06-17,Home & Kitchen,Mid-Atlantic,Q2,18.0,Corporate,37.22,669.96
ORD-19306,2025-10-30,Clothing,Mid-Atlantic,Q4,6.0,Home Office,13.22,79.32
ORD-19307,2025-05-18,Books,South,Q2,14.0,Consumer,6.03,84.42
ORD-19308,2025-02-25,Books,Mid-Atlantic,Q1,19.0,Corporate,6.17,117.23
ORD-19309,2025-05-12,Clothing,West,Q2,19.0,Corporate,15.01,285.19
ORD-19310,2025-07-24,Clothing,Northeast,Q3,20.0,Home Office,12.83,256.6
ORD-19311,2025-05-22,Home & Kitchen,South,Q2,19.0,Consumer,35.92,682.48
ORD-19312,2025-05-13,Home & Kitchen,West,Q2,18.0,Home Office,44.12,794.16
ORD-19313,2025-02-03,Electronics,West,Q1,5.0,Consumer,131.91,659.55
ORD-19314,2025-08-29,Beauty,Southwest,Q3,18.0,Consumer,11.36,204.48
ORD-19315,2025-12-22,Clothing,Mountain,Q4,20.0,Consumer,11.27,225.4
ORD-19316,2025-04-03,Beauty,Southwest,Q2,9.0,Consumer,8.43,75.87
ORD-19317,2025-06-07,Clothing,New England,Q2,2.0,Corporate,11.58,23.16
ORD-19318,2025-01-11,Beauty,West,Q1,8.0,Corporate,9.46,75.68
ORD-19319,2025-01-13,Beauty,Mid-Atlantic,Q1,9.0,Consumer,10.83,97.47
ORD-19320,2025-02-19,Home & Kitchen,Southeast,Q1,6.0,Corporate,50.19,301.14
ORD-19321,2025-09-20,Beauty,Northwest,Q3,,Home Office,11.28,112.8
ORD-19322,2025-07-19,Home & Kitchen,Mountain,Q3,8.0,Home Office,39.03,312.24
ORD-19323,2025-11-13,Electronics,Northeast,Q4,5.0,Corporate,148.2,741.0
ORD-19324,2025-02-02,Electronics,West,Q1,9.0,Home Office,143.49,1291.41
ORD-19325,2025-08-07,,Northwest,Q3,1.0,Corporate,140.45,140.45
ORD-19326,2025-07-03,Electronics,Northeast,Q3,6.0,Consumer,150.21,901.26
ORD-19327,2025-09-03,Beauty,New England,Q3,4.0,Consumer,10.24,40.96
ORD-19328,2025-11-04,Clothing,West,Q4,6.0,Consumer,10.63,63.78
ORD-19329,2025-02-05,Electronics,Northeast,Q1,2.0,Corporate,169.67,339.34
ORD-19330,2025-02-07,Sports,Midwest,Q1,8.0,Home Office,24.76,198.08
ORD-19331,2025-08-08,Beauty,Northwest,Q3,11.0,Home Office,9.75,107.25
ORD-19332,2025-04-25,Home & Kitchen,Midwest,Q2,17.0,Consumer,38.53,655.01
ORD-19333,2025-03-05,Electronics,Midwest,Q1,1.0,Corporate,200.735,
ORD-19334,2025-04-13,Electronics,Northeast,Q2,18.0,Corporate,131.75,2371.5
ORD-19335,2025-06-07,Home & Kitchen,Midwest,Q2,5.0,Home Office,38.3,191.5
ORD-19336,2025-09-08,Sports,Mountain,Q3,1.0,Consumer,35.379999999999995,35.38
ORD-19337,2025-03-16,,West,Q1,10.0,Consumer,114.78999999999999,1147.9
ORD-19338,2025-04-01,Home & Kitchen,Northeast,Q2,9.0,Home Office,34.25,308.25
ORD-19339,2025-09-10,Books,Southeast,Q3,20.0,Home Office,5.15,103.0
ORD-19340,2025-05-24,Beauty,Northeast,Q2,18.0,Consumer,8.29,149.22
ORD-19341,2025-10-09,Clothing,West,Q4,11.0,Consumer,14.31,157.41
ORD-19342,2025-02-05,Beauty,Mid-Atlantic,Q1,18.0,Corporate,9.15,164.7
ORD-19343,2025-11-06,Sports,Southeast,Q4,1.0,Home Office,200.735,
ORD-19344,2025-08-28,Home & Kitchen,Mid-Atlantic,Q3,,Consumer,38.37,383.7
ORD-19345,2025-10-21,Sports,Southwest,Q4,6.0,Home Office,24.02,144.12
ORD-19346,2025-04-20,Home & Kitchen,Mid-Atlantic,Q2,3.0,Consumer,39.84,119.52
ORD-19347,2025-04-01,Sports,Northeast,Q2,15.0,Corporate,25.26,378.9
ORD-19348,2025-11-28,Books,South,Q4,18.0,Corporate,7.43,133.74
ORD-19349,2025-10-28,Home & Kitchen,Midwest,Q4,14.0,Consumer,37.71,527.94
ORD-19350,2025-06-10,Home & Kitchen,Midwest,Q2,14.0,Consumer,38.06,532.84
ORD-19351,2025-02-25,Home & Kitchen,West,Q1,14.0,Consumer,37.63,526.82
ORD-19352,2025-07-09,Sports,West,Q3,19.0,Home Office,29.13,553.47
ORD-19353,2025-12-04,Sports,Mid-Atlantic,Q4,2.0,Consumer,28.32,56.64
ORD-19354,2025-05-06,Electronics,Northeast,Q2,5.0,Corporate,143.27,716.35
ORD-19355,2025-08-03,Beauty,West,Q3,6.0,Corporate,10.26,61.56
ORD-19356,2025-09-19,Sports,Southeast,Q3,1.0,Corporate,25.709999999999997,25.71
ORD-19357,2025-11-01,Beauty,Midwest,Q4,3.0,Home Office,11.32,33.96
ORD-19358,2025-09-04,Beauty,Southeast,Q3,3.0,Corporate,10.25,30.75
ORD-19359,2025-04-25,Electronics,Mountain,Q2,17.0,Corporate,118.02,2006.34
ORD-19360,2025-11-20,Clothing,Northeast,Q4,4.0,Corporate,11.62,46.48
ORD-19361,2025-09-01,Sports,Northwest,Q3,1.0,Corporate,200.735,
ORD-19362,2025-12-29,Books,Midwest,Q4,5.0,Consumer,7.99,39.95
ORD-19363,2025-05-15,Electronics,Southwest,Q2,6.0,Home Office,122.2,733.2
ORD-19364,2025-07-26,Home & Kitchen,Northeast,Q3,8.0,Consumer,40.39,323.12
ORD-19365,2025-04-21,Sports,Northwest,Q2,8.0,Corporate,27.03,216.24
ORD-19366,2025-06-21,Beauty,Mid-Atlantic,Q2,18.0,Corporate,8.67,156.06
ORD-19367,2025-11-20,Home & Kitchen,Southeast,Q4,7.0,Consumer,32.199999999999996,225.4
ORD-19368,2025-07-24,Electronics,Midwest,Q3,5.0,Consumer,137.44,687.2
ORD-19369,2025-09-30,Beauty,Mountain,Q3,3.0,Consumer,11.41,34.23
ORD-19370,2025-04-12,Beauty,Southwest,Q2,7.0,Consumer,7.63,53.41
ORD-19371,2025-07-11,Beauty,Southeast,Q3,8.0,Home Office,8.72,69.76
ORD-19372,2025-04-27,Beauty,West,Q2,3.0,Home Office,11.77,35.31
ORD-19373,2025-07-23,Clothing,Southwest,Q3,19.0,Consumer,11.88,225.72
ORD-19374,2025-05-03,Books,Southeast,Q2,11.0,Consumer,5.16,56.76
ORD-19375,2025-12-19,Beauty,Southeast,Q4,8.0,Home Office,10.64,85.12
ORD-19376,2025-12-31,Home & Kitchen,South,Q4,10.0,Consumer,51.050000000000004,510.5
ORD-19377,2025-05-08,Books,South,Q2,20.0,Home Office,6.4,128.0
ORD-19378,2025-05-25,Books,South,Q2,20.0,Consumer,6.25,125.0
ORD-19379,2025-09-08,Sports,Northwest,Q3,3.0,Corporate,24.580000000000002,73.74
ORD-19380,2025-08-11,Home & Kitchen,West,Q3,13.0,Consumer,33.45,434.85
ORD-19381,2025-07-29,Home & Kitchen,West,Q3,20.0,Consumer,32.34,646.8
ORD-19382,2025-08-03,Clothing,West,Q3,7.0,Consumer,13.950000000000001,97.65
ORD-19383,2025-05-27,Clothing,South,Q2,2.0,Corporate,12.98,25.96
ORD-19384,2025-04-03,Home & Kitchen,Mid-Atlantic,Q2,16.0,Consumer,35.54,568.64
ORD-19385,2025-04-06,Home & Kitchen,Southwest,Q2,20.0,Corporate,30.56,611.2
ORD-19386,2025-02-17,Electronics,Mid-Atlantic,Q1,15.0,Consumer,140.51,2107.65
ORD-19387,2025-09-02,Books,South,Q3,14.0,Consumer,7.9,110.6
ORD-19388,2025-01-13,Home & Kitchen,Mid-Atlantic,Q1,6.0,Corporate,29.83,178.98
ORD-19389,2025-11-05,Home & Kitchen,Southwest,Q4,3.0,Consumer,38.190000000000005,114.57
ORD-19390,2025-12-18,Clothing,Southwest,Q4,16.0,Consumer,11.9,190.4
ORD-19391,2025-12-09,Electronics,Southeast,Q4,17.0,Consumer,115.96,1971.32
ORD-19392,2025-11-02,Sports,West,Q4,1.0,Corporate,200.735,
ORD-19393,2025-06-15,Clothing,Midwest,Q2,7.0,Home Office,13.31,93.17
ORD-19394,2025-11-26,Beauty,Southeast,Q4,1.0,Corporate,8.76,8.76
ORD-19395,2025-02-24,Home & Kitchen,Southwest,Q1,2.0,Consumer,33.06,66.12
ORD-19396,2025-01-13,Home & Kitchen,Northwest,Q1,7.0,Consumer,33.309999999999995,233.17
ORD-19397,2025-11-20,Home & Kitchen,Mid-Atlantic,Q4,7.0,Consumer,45.449999999999996,318.15
ORD-19398,2025-02-22,Electronics,Mid-Atlantic,Q1,5.0,Consumer,124.03999999999999,620.2
ORD-19399,2025-11-05,Clothing,New England,Q4,9.0,Consumer,13.09,117.81
ORD-19400,2025-07-05,Home & Kitchen,Southeast,Q3,10.0,Consumer,30.46,304.6
ORD-19401,2025-10-25,Sports,Mid-Atlantic,Q4,11.0,Consumer,31.82,350.02
ORD-19402,2025-06-20,Clothing,West,Q2,1.0,Consumer,200.735,
ORD-19403,2025-08-06,Electronics,West,Q3,3.0,Consumer,150.48000000000002,451.44
ORD-19404,2025-01-19,Electronics,New England,Q1,18.0,Consumer,123.97,2231.46
ORD-19405,2025-11-04,Beauty,Northeast,Q4,2.0,Consumer,9.85,19.7
ORD-19406,2025-02-03,Clothing,West,Q1,15.0,Corporate,12.34,185.1
ORD-19407,2025-08-23,Electronics,New England,Q3,6.0,Consumer,126.62,759.72
ORD-19408,2025-02-15,Beauty,,Q1,10.0,Consumer,10.13,101.3
ORD-19409,2025-01-06,Electronics,West,Q1,18.0,Consumer,119.65,2153.7
ORD-19410,2025-09-21,Home & Kitchen,Mid-Atlantic,Q3,7.0,Consumer,38.0,266.0
ORD-19411,2025-01-01,Clothing,New England,Q1,2.0,Home Office,10.09,20.18
ORD-19412,2025-12-10,Books,West,Q4,19.0,Consumer,5.43,103.17
ORD-19413,2025-05-04,Electronics,Mid-Atlantic,Q2,12.0,Corporate,113.12,1357.44
ORD-19414,2025-05-26,Clothing,West,Q2,5.0,Corporate,14.459999999999999,72.3
ORD-19415,2025-09-21,Books,Southwest,Q3,7.0,Corporate,5.23,36.61
ORD-19416,2025-04-26,Clothing,South,Q2,9.0,Home Office,10.13,91.17
ORD-19417,2025-05-12,Beauty,Northwest,Q2,20.0,Home Office,11.33,226.6
ORD-19418,2025-12-30,Clothing,South,Q4,1.0,Consumer,200.735,
ORD-19419,2025-02-07,,Northeast,Q1,20.0,Consumer,164.39,3287.8
ORD-19420,2025-01-26,Home & Kitchen,South,Q1,1.0,Corporate,44.0,44.0
ORD-19421,2025-05-29,Books,Mountain,Q2,5.0,Home Office,5.15,25.75
ORD-19422,2025-06-23,Home & Kitchen,Northwest,Q2,5.0,Home Office,37.08,185.4
ORD-19423,2025-07-24,Home & Kitchen,Southeast,Q3,13.0,Consumer,36.61,475.93
ORD-19424,2025-04-21,Home & Kitchen,Mountain,Q2,19.0,Consumer,32.26,612.94
ORD-19425,2025-11-29,Clothing,Midwest,Q4,13.0,Corporate,14.7,191.1
ORD-19426,2025-03-31,Home & Kitchen,Northeast,Q1,20.0,Consumer,40.85,817.0
ORD-19427,2025-04-20,Clothing,West,Q2,16.0,Corporate,14.97,239.52
ORD-19428,2025-04-06,Clothing,Mid-Atlantic,Q2,11.0,Corporate,14.48,159.28
ORD-19429,2025-09-05,Clothing,Southeast,Q3,8.0,Consumer,13.76,110.08
ORD-19430,2025-10-10,Sports,Mountain,Q4,3.0,Home Office,22.119999999999997,66.36
ORD-19431,2025-07-12,Clothing,Mid-Atlantic,Q3,1.0,Home Office,12.49,12.49
ORD-19432,2025-10-22,Beauty,Southwest,Q4,17.0,Consumer,10.64,180.88
ORD-19433,2025-06-01,Electronics,Midwest,Q2,9.0,Corporate,109.68,987.12
ORD-19434,2025-03-02,Clothing,West,Q1,1.0,Corporate,14.13,14.13
ORD-19435,2025-03-21,Beauty,Mid-Atlantic,Q1,18.0,Consumer,9.31,167.58
ORD-19436,2025-04-17,Beauty,Northwest,Q2,16.0,Consumer,11.1,177.6
ORD-19437,2025-04-10,Home & Kitchen,Mountain,Q2,15.0,Consumer,27.65,414.75
ORD-19438,2025-01-12,Clothing,New England,Q1,8.0,Home Office,12.37,98.96
ORD-19439,2025-06-22,Books,Northeast,Q2,20.0,Consumer,5.55,111.0
ORD-19440,2025-05-10,Electronics,Northeast,Q2,11.0,Consumer,144.8,1592.8
ORD-19441,2025-01-23,Beauty,West,Q1,12.0,Consumer,10.72,128.64
ORD-19442,2025-05-10,Beauty,Southeast,Q2,6.0,Consumer,10.08,60.48
ORD-19443,2025-12-13,Beauty,Mid-Atlantic,Q4,8.0,Consumer,9.98,79.84
ORD-19444,2025-06-13,Books,Northeast,Q2,13.0,Consumer,5.71,74.23
ORD-19445,2025-11-19,Beauty,Northeast,Q4,3.0,Corporate,8.54,25.62
ORD-19446,2025-07-10,Clothing,Midwest,Q3,8.0,Corporate,12.23,97.84
ORD-19447,2025-04-04,Clothing,Southeast,Q2,6.0,Corporate,12.55,75.3
ORD-19448,2025-04-01,Clothing,Northwest,Q2,13.0,Corporate,12.95,168.35
ORD-19449,2025-05-13,Electronics,,Q2,5.0,Consumer,148.88,744.4
ORD-19450,2025-09-21,Books,Mid-Atlantic,Q3,20.0,Corporate,6.62,132.4
ORD-19451,2025-04-05,Electronics,Northeast,Q2,4.0,Consumer,116.97999999999999,467.92
ORD-19452,2025-03-31,Beauty,Northeast,Q1,18.0,Consumer,9.71,174.78
ORD-19453,2025-02-03,Beauty,Mid-Atlantic,Q1,5.0,Consumer,10.24,51.2
ORD-19454,2025-12-05,Sports,Southwest,Q4,1.0,Consumer,29.0,29.0
ORD-19455,2025-04-24,Home & Kitchen,West,Q2,3.0,Consumer,42.489999999999995,127.47
ORD-19456,2025-07-14,Beauty,New England,Q3,11.0,Consumer,11.51,126.61
ORD-19457,2025-08-10,Clothing,Southwest,Q3,,Corporate,13.39,133.9
ORD-19458,2025-11-11,Beauty,Northwest,Q4,9.0,Corporate,9.02,81.18
ORD-19459,2025-07-13,Clothing,Northeast,Q3,19.0,Consumer,11.66,221.54
ORD-19460,2025-07-29,Books,Southeast,Q3,12.0,Home Office,6.03,72.36
ORD-19461,2025-12-04,Electronics,Southwest,Q4,20.0,Corporate,158.38,3167.6
ORD-19462,2025-11-15,Clothing,Southeast,Q4,19.0,Home Office,11.78,223.82
ORD-19463,2025-02-03,Home & Kitchen,Midwest,Q1,20.0,Corporate,35.03,700.6
ORD-19464,2025-03-04,Beauty,Northeast,Q1,18.0,Consumer,11.06,199.08
ORD-19465,2025-10-04,Beauty,West,Q4,18.0,Home Office,8.32,149.76
ORD-19466,2025-10-28,Electronics,Southwest,Q4,16.0,Home Office,144.98,2319.68
ORD-19467,2025-09-21,Electronics,Mid-Atlantic,Q3,17.0,Consumer,120.92,2055.64
ORD-19468,2025-07-01,Clothing,South,Q3,18.0,Consumer,14.18,255.24
ORD-19469,2025-08-05,Home & Kitchen,South,Q3,1.0,Consumer,51.37,51.37
ORD-19470,2025-04-13,Home & Kitchen,Mid-Atlantic,Q2,8.0,Home Office,36.510000000000005,292.08
ORD-19471,2025-07-05,Clothing,Northeast,Q3,5.0,Consumer,11.57,57.85
ORD-19472,2025-01-14,Beauty,Southeast,Q1,8.0,Corporate,12.97,103.76
ORD-19473,2025-12-19,Clothing,Southwest,Q4,12.0,Corporate,12.93,155.16
